shenzhen

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.  
0	0	113.9377116	22.53341882
1	1	113.932848	22.556152
2	2	113.9349773	22.55583457
3	3	113.9127191	22.51750092
4	4	113.912289	22.52105387
5	5	113.9038752	22.52558918
6	6	113.9699641	22.55250702
7	7	113.9110085	22.52794499
8	8	113.9139362	22.5456393
9	9	113.9488121	22.53824004
10	10	113.9315084	22.55129001
11	11	113.9059312	22.52089185
12	12	113.9691489	22.52399937
13	13	113.9714712	22.51812846
14	14	113.939133	22.5204749
15	15	113.9495067	22.53527622
16	16	113.9698834	22.52531754
17	17	113.9286256	22.52185431
18	18	113.9396692	22.54102974
19	19	113.9088872	22.51856479
20	20	113.9110026	22.5454416
21	21	113.9266282	22.55603587
22	22	113.9343886	22.52377612
23	23	113.9327603	22.54745989
24	24	113.9522258	22.54305148
25	25	113.9565356	22.52037503
26	26	113.9646957	22.51988914
27	27	113.9694962	22.55357571
28	28	113.9187719	22.54325542
29	29	113.904914	22.53013782
30	30	113.9126663	22.5525782
31	31	113.9287508	22.55398703
32	32	113.9351246	22.52819134
33	33	113.9160513	22.5367542
34	34	113.9649191	22.5471618
35	35	113.9322124	22.54567975
36	36	113.9701908	22.55292935
37	37	113.9384994	22.52826104
38	38	113.9292304	22.53816041
39	39	113.9648239	22.52346353
40	40	113.9185328	22.52095127
41	41	113.9244977	22.53505374
42	42	113.9586278	22.53431283
43	43	113.9261441	22.54510363
44	44	113.920424	22.54275451
45	45	113.9727252	22.54717057
46	46	113.9228315	22.53753616
47	47	113.9556355	22.55485902
48	48	113.9034786	22.52188515
49	49	113.9528348	22.55599304
50	50	113.9470748	22.52203333
51	51	113.9348877	22.52492988
52	52	113.9304771	22.55587412
53	53	113.9579544	22.53783266
54	54	113.9726799	22.51635973
55	55	113.9628069	22.52656104
56	56	113.9099698	22.54257851
57	57	113.9435795	22.51890494
58	58	113.9100981	22.53514895
59	59	113.9032686	22.52424051
60	60	113.9277162	22.54648715
61	61	113.9240175	22.55531336
62	62	113.9251046	22.52584214
63	63	113.9083742	22.53848263
64	64	113.9064245	22.54404733
65	65	113.9325495	22.55106261
66	66	113.9082845	22.53486872
67	67	113.9229967	22.53614805
68	68	113.9408634	22.53678516
69	69	113.9209927	22.54306057
70	70	113.9470589	22.53822508
71	71	113.917198	22.52952377
72	72	113.9427228	22.52270761
73	73	113.9648965	22.52220679
74	74	113.9172361	22.52543016
75	75	113.9669828	22.5349119
76	76	113.9040963	22.53083585
77	77	113.91892	22.52862423
78	78	113.908387	22.55533401
79	79	113.9102709	22.54154123
80	80	113.929318	22.55065306
81	1	113.9381542	22.53809174
82	2	113.9098078	22.53472205
83	3	113.9315176	22.54356717
84	4	113.9585814	22.53187877
85	5	113.9283481	22.54573451
86	6	113.9107903	22.54274262
87	7	113.9466587	22.52470574
88	8	113.9541026	22.53126559
89	9	113.92793	22.51668125
90	10	113.9287617	22.53021831
91	1	113.9263367	22.53974734
92	2	113.9477792	22.5329366
93	3	113.9357002	22.54603386
94	4	113.9048818	22.55605143
95	5	113.9632831	22.52818557
96	6	113.9439794	22.55230536
97	7	113.9313542	22.5424662
98	8	113.9075892	22.54076573
99	9	113.9702337	22.52582524
100	10	113.9602	22.52683
